1,0.1,0.24,0,1920,1,180,0,600,1920,3
2,0.4,0.12,0,1920,1,0,1,600,1920,3
3,0.4,0.12,180,-1920,1,0,0,600,-1920,3
4,0.4,0.24,180,-1920,1,180,1,600,-1920,3
5,0.1,0.12,0,-1920,0,180,0,600,-1920,3
6,0.1,0.06,180,-1920,1,180,1,600,-1920,3
7,0.4,0.48,180,1920,0,0,0,600,1920,3
8,0.4,0.12,180,-1920,1,180,1,600,-1920,3
9,0.2,0.12,180,-1920,1,0,0,600,-1920,3
10,0.1,0.48,0,1920,1,0,1,600,1920,3
11,0.1,0.06,0,1920,1,180,0,600,1920,3
12,0.2,0.48,180,1920,0,180,1,600,1920,3
13,0.1,0.12,180,-1920,1,180,1,600,-1920,3
14,0.2,0.48,0,1920,1,0,1,600,1920,3
15,0.2,0.12,180,-1920,1,180,1,600,-1920,3
16,0.2,0.48,180,1920,0,0,0,600,1920,3
17,0.2,0.06,180,1920,0,180,1,600,1920,3
18,0.1,0.48,0,1920,1,180,0,600,1920,3
19,0.1,0.06,0,1920,1,180,0,600,1920,3
20,0.1,0.24,180,-1920,1,180,1,600,-1920,3
21,0.2,0.48,180,1920,0,180,1,600,1920,3
22,0.4,0.06,0,-1920,0,180,0,600,-1920,3
23,0.2,0.03,0,1920,1,180,0,600,1920,3
24,0.1,0.03,0,-1920,0,0,1,600,-1920,3
25,0.4,0.48,0,1920,1,0,1,600,1920,3
26,0.2,0.48,180,1920,0,180,1,600,1920,3
27,0.2,0.12,180,-1920,1,180,1,600,-1920,3
28,0.4,0.48,0,1920,1,180,0,600,1920,3
29,0.1,0.48,180,-1920,1,0,0,600,-1920,3
30,0.4,0.12,0,1920,1,0,1,600,1920,3
31,0.2,0.06,180,1920,0,180,1,600,1920,3
32,0.1,0.06,0,1920,1,180,0,600,1920,3
33,0.2,0.48,0,1920,1,180,0,600,1920,3
34,0.2,0.12,180,-1920,1,180,1,600,-1920,3
35,0.4,0.03,180,1920,0,180,1,600,1920,3
36,0.1,0.48,0,1920,1,180,0,600,1920,3
37,0.4,0.03,0,1920,1,180,0,600,1920,3
38,0.4,0.03,180,1920,0,180,1,600,1920,3
39,0.2,0.06,180,1920,0,180,1,600,1920,3
40,0.2,0.06,180,1920,0,180,1,600,1920,3
41,0.1,0.12,180,-1920,1,180,1,600,-1920,3
42,0.1,0.48,180,-1920,1,180,1,600,-1920,3
43,0.4,0.48,180,1920,0,180,1,600,1920,3
44,0.4,0.06,0,-1920,0,0,1,600,-1920,3
45,0.4,0.24,180,-1920,1,0,0,600,-1920,3
46,0.1,0.03,0,-1920,0,0,1,600,-1920,3
47,0.4,0.12,180,-1920,1,0,0,600,-1920,3
48,0.2,0.12,180,-1920,1,0,0,600,-1920,3
49,0.4,0.06,0,-1920,0,180,0,600,-1920,3
50,0.4,0.24,180,-1920,1,180,1,600,-1920,3
51,0.1,0.48,0,1920,1,0,1,600,1920,3
52,0.1,0.03,0,-1920,0,180,0,600,-1920,3
53,0.4,0.24,180,-1920,1,0,0,600,-1920,3
54,0.4,0.06,0,-1920,0,180,0,600,-1920,3
55,0.1,0.12,0,-1920,0,0,1,600,-1920,3
56,0.4,0.03,0,1920,1,180,0,600,1920,3
57,0.2,0.24,180,-1920,1,180,1,600,-1920,3
58,0.4,0.06,180,-1920,1,0,0,600,-1920,3
59,0.4,0.03,180,1920,0,0,0,600,1920,3
60,0.2,0.48,0,1920,1,0,1,600,1920,3
61,0.1,0.24,0,1920,1,0,1,600,1920,3
62,0.2,0.12,180,-1920,1,0,0,600,-1920,3
63,0.1,0.06,180,-1920,1,180,1,600,-1920,3
64,0.1,0.06,0,1920,1,0,1,600,1920,3
65,0.4,0.06,0,-1920,0,0,1,600,-1920,3
66,0.4,0.12,180,-1920,1,0,0,600,-1920,3
67,0.1,0.24,0,1920,1,0,1,600,1920,3
68,0.1,0.48,180,-1920,1,180,1,600,-1920,3
69,0.2,0.03,0,1920,1,0,1,600,1920,3
70,0.4,0.12,180,-1920,1,0,0,600,-1920,3
71,0.1,0.03,0,-1920,0,180,0,600,-1920,3
72,0.1,0.12,0,-1920,0,0,1,600,-1920,3
73,0.4,0.12,180,-1920,1,0,0,600,-1920,3
74,0.2,0.06,0,1920,1,0,1,600,1920,3
75,0.4,0.48,0,1920,1,0,1,600,1920,3
76,0.1,0.12,0,-1920,0,0,1,600,-1920,3
77,0.1,0.48,0,1920,1,180,0,600,1920,3
78,0.4,0.06,180,-1920,1,0,0,600,-1920,3
79,0.2,0.06,180,1920,0,0,0,600,1920,3
80,0.1,0.48,180,-1920,1,180,1,600,-1920,3
81,0.4,0.12,0,1920,1,180,0,600,1920,3
82,0.4,0.48,180,1920,0,0,0,600,1920,3
83,0.2,0.03,180,-1920,1,180,1,600,-1920,3
84,0.2,0.24,0,1920,1,180,0,600,1920,3
85,0.2,0.48,180,1920,0,180,1,600,1920,3
86,0.1,0.03,0,-1920,0,180,0,600,-1920,3
87,0.1,0.48,180,-1920,1,180,1,600,-1920,3
88,0.2,0.24,180,-1920,1,180,1,600,-1920,3
89,0.4,0.24,180,-1920,1,0,0,600,-1920,3
90,0.1,0.48,180,-1920,1,180,1,600,-1920,3
91,0.4,0.24,180,-1920,1,180,1,600,-1920,3
92,0.1,0.24,0,1920,1,0,1,600,1920,3
93,0.1,0.12,180,-1920,1,180,1,600,-1920,3
94,0.2,0.03,0,1920,1,180,0,600,1920,3
95,0.2,0.03,180,-1920,1,180,1,600,-1920,3
96,0.1,0.24,0,1920,1,0,1,600,1920,3
97,0.2,0.48,0,1920,1,0,1,600,1920,3
98,0.4,0.24,0,-1920,0,180,0,600,-1920,3
99,0.2,0.03,0,1920,1,180,0,600,1920,3
100,0.1,0.06,0,1920,1,0,1,600,1920,3
101,0.2,0.06,180,1920,0,0,0,600,1920,3
102,0.2,0.06,0,1920,1,180,0,600,1920,3
103,0.2,0.03,0,1920,1,180,0,600,1920,3
104,0.4,0.06,180,-1920,1,180,1,600,-1920,3
105,0.1,0.12,0,-1920,0,0,1,600,-1920,3
106,0.1,0.06,180,-1920,1,180,1,600,-1920,3
107,0.2,0.24,0,1920,1,0,1,600,1920,3
108,0.2,0.24,0,1920,1,0,1,600,1920,3
109,0.2,0.03,180,-1920,1,180,1,600,-1920,3
110,0.4,0.12,180,-1920,1,0,0,600,-1920,3
111,0.1,0.24,0,1920,1,0,1,600,1920,3
112,0.4,0.48,0,1920,1,180,0,600,1920,3
113,0.4,0.48,180,1920,0,180,1,600,1920,3
114,0.2,0.24,180,-1920,1,180,1,600,-1920,3
115,0.4,0.03,0,1920,1,180,0,600,1920,3
116,0.2,0.48,180,1920,0,180,1,600,1920,3
117,0.2,0.12,0,-1920,0,0,1,600,-1920,3
118,0.4,0.48,0,1920,1,180,0,600,1920,3
119,0.2,0.48,0,1920,1,180,0,600,1920,3
120,0.2,0.12,180,-1920,1,180,1,600,-1920,3
121,0.2,0.06,180,1920,0,0,0,600,1920,3
122,0.4,0.24,0,-1920,0,180,0,600,-1920,3
123,0.1,0.03,180,1920,0,180,1,600,1920,3
124,0.1,0.03,0,-1920,0,180,0,600,-1920,3
125,0.2,0.24,0,1920,1,0,1,600,1920,3
126,0.1,0.06,180,-1920,1,180,1,600,-1920,3
127,0.1,0.03,0,-1920,0,0,1,600,-1920,3
128,0.1,0.03,180,1920,0,180,1,600,1920,3
129,0.1,0.24,0,1920,1,180,0,600,1920,3
130,0.1,0.12,0,-1920,0,0,1,600,-1920,3
131,0.4,0.06,0,-1920,0,0,1,600,-1920,3
132,0.1,0.24,0,1920,1,0,1,600,1920,3
133,0.1,0.24,0,1920,1,0,1,600,1920,3
134,0.4,0.24,0,-1920,0,180,0,600,-1920,3
135,0.1,0.03,0,-1920,0,0,1,600,-1920,3
136,0.4,0.24,180,-1920,1,180,1,600,-1920,3
137,0.2,0.06,0,1920,1,0,1,600,1920,3
138,0.1,0.03,180,1920,0,180,1,600,1920,3
139,0.4,0.24,180,-1920,1,180,1,600,-1920,3
140,0.4,0.48,180,1920,0,180,1,600,1920,3
141,0.4,0.03,0,1920,1,180,0,600,1920,3
142,0.4,0.06,0,-1920,0,0,1,600,-1920,3
143,0.2,0.12,180,-1920,1,0,0,600,-1920,3
144,0.2,0.06,180,1920,0,180,1,600,1920,3
145,0.2,0.03,180,-1920,1,180,1,600,-1920,3
146,0.1,0.48,0,1920,1,180,0,600,1920,3
147,0.2,0.03,0,1920,1,180,0,600,1920,3
148,0.2,0.12,180,-1920,1,180,1,600,-1920,3
149,0.2,0.24,0,1920,1,180,0,600,1920,3
150,0.4,0.03,0,1920,1,180,0,600,1920,3
151,0.1,0.06,0,1920,1,180,0,600,1920,3
152,0.4,0.12,180,-1920,1,180,1,600,-1920,3
153,0.2,0.12,0,-1920,0,0,1,600,-1920,3
154,0.1,0.06,0,1920,1,180,0,600,1920,3
155,0.2,0.03,180,-1920,1,180,1,600,-1920,3
156,0.4,0.48,180,1920,0,0,0,600,1920,3
157,0.2,0.06,180,1920,0,180,1,600,1920,3
158,0.1,0.12,0,-1920,0,180,0,600,-1920,3
159,0.2,0.24,180,-1920,1,180,1,600,-1920,3
160,0.4,0.06,180,-1920,1,0,0,600,-1920,3
161,0.4,0.03,180,1920,0,180,1,600,1920,3
162,0.2,0.48,0,1920,1,180,0,600,1920,3
163,0.1,0.06,0,1920,1,180,0,600,1920,3
164,0.4,0.03,0,1920,1,180,0,600,1920,3
165,0.2,0.03,180,-1920,1,180,1,600,-1920,3
166,0.2,0.24,180,-1920,1,0,0,600,-1920,3
167,0.4,0.03,180,1920,0,0,0,600,1920,3
168,0.4,0.06,0,-1920,0,180,0,600,-1920,3
169,0.4,0.48,180,1920,0,0,0,600,1920,3
170,0.2,0.24,180,-1920,1,0,0,600,-1920,3
171,0.1,0.03,180,1920,0,180,1,600,1920,3
172,0.1,0.24,0,1920,1,0,1,600,1920,3
173,0.4,0.24,180,-1920,1,0,0,600,-1920,3
174,0.4,0.03,180,1920,0,180,1,600,1920,3
175,0.1,0.12,0,-1920,0,180,0,600,-1920,3
176,0.2,0.12,0,-1920,0,0,1,600,-1920,3
177,0.1,0.24,0,1920,1,0,1,600,1920,3
178,0.1,0.12,180,-1920,1,180,1,600,-1920,3
179,0.4,0.12,0,1920,1,0,1,600,1920,3
180,0.2,0.24,0,1920,1,180,0,600,1920,3
181,0.4,0.06,180,1920,0,180,1,600,1920,3
182,0.2,0.48,0,-1920,0,0,1,600,-1920,3
183,0.4,0.24,0,1920,1,180,0,600,1920,3
184,0.1,0.06,180,1920,0,180,1,600,1920,3
185,0.2,0.24,180,1920,0,0,0,600,1920,3
186,0.2,0.48,0,-1920,0,0,1,600,-1920,3
187,0.4,0.12,180,-1920,1,180,1,600,-1920,3
188,0.1,0.12,180,-1920,1,0,0,600,-1920,3
189,0.4,0.24,180,1920,0,180,1,600,1920,3
190,0.1,0.12,0,1920,1,180,0,600,1920,3
191,0.2,0.24,0,1920,1,180,0,600,1920,3
192,0.4,0.03,0,1920,1,180,0,600,1920,3
193,0.4,0.06,180,1920,0,180,1,600,1920,3
194,0.4,0.12,0,1920,1,180,0,600,1920,3
195,0.1,0.24,180,1920,0,180,1,600,1920,3
196,0.1,0.03,180,1920,0,0,0,600,1920,3
197,0.2,0.12,0,1920,1,0,1,600,1920,3
198,0.2,0.12,0,1920,1,180,0,600,1920,3
199,0.1,0.06,0,1920,1,180,0,600,1920,3
200,0.4,0.24,0,1920,1,180,0,600,1920,3
201,0.4,0.48,0,-1920,0,0,1,600,-1920,3
202,0.4,0.48,180,-1920,1,0,0,600,-1920,3
203,0.1,0.03,180,1920,0,180,1,600,1920,3
204,0.2,0.03,0,-1920,0,180,0,600,-1920,3
205,0.1,0.24,0,-1920,0,180,0,600,-1920,3
206,0.2,0.03,180,-1920,1,180,1,600,-1920,3
207,0.4,0.48,180,-1920,1,0,0,600,-1920,3
208,0.1,0.06,180,1920,0,0,0,600,1920,3
209,0.2,0.03,0,-1920,0,180,0,600,-1920,3
210,0.1,0.48,0,1920,1,0,1,600,1920,3
211,0.2,0.06,180,-1920,1,180,1,600,-1920,3
212,0.4,0.03,0,1920,1,0,1,600,1920,3
213,0.2,0.48,0,-1920,0,180,0,600,-1920,3
214,0.2,0.06,0,-1920,0,0,1,600,-1920,3
215,0.1,0.24,0,-1920,0,180,0,600,-1920,3
216,0.2,0.12,180,-1920,1,180,1,600,-1920,3
217,0.4,0.03,0,1920,1,180,0,600,1920,3
218,0.4,0.12,180,-1920,1,0,0,600,-1920,3
219,0.1,0.12,0,1920,1,0,1,600,1920,3
220,0.1,0.48,0,1920,1,180,0,600,1920,3
221,0.1,0.48,180,1920,0,0,0,600,1920,3
222,0.2,0.24,180,1920,0,180,1,600,1920,3
223,0.1,0.03,0,1920,1,180,0,600,1920,3
224,0.2,0.06,0,-1920,0,0,1,600,-1920,3
225,0.4,0.06,180,1920,0,180,1,600,1920,3
226,0.2,0.06,180,-1920,1,0,0,600,-1920,3
227,0.4,0.48,0,-1920,0,0,1,600,-1920,3
228,0.1,0.06,0,1920,1,180,0,600,1920,3
229,0.2,0.48,0,-1920,0,0,1,600,-1920,3
230,0.4,0.12,180,1920,0,0,0,600,1920,3
231,0.2,0.24,180,1920,0,0,0,600,1920,3
232,0.4,0.48,180,1920,0,0,0,600,1920,3
233,0.2,0.06,180,-1920,1,180,1,600,-1920,3
234,0.1,0.24,180,-1920,1,0,0,600,-1920,3
235,0.2,0.03,0,1920,1,180,0,600,1920,3
236,0.1,0.03,180,1920,0,0,0,600,1920,3
237,0.2,0.48,0,-1920,0,180,0,600,-1920,3
238,0.1,0.24,0,-1920,0,0,1,600,-1920,3
239,0.1,0.12,180,1920,0,0,0,600,1920,3
240,0.1,0.03,0,-1920,0,180,0,600,-1920,3
241,0.2,0.24,180,1920,0,0,0,600,1920,3
242,0.4,0.24,0,-1920,0,180,0,600,-1920,3
243,0.1,0.12,0,-1920,0,0,1,600,-1920,3
244,0.1,0.48,0,-1920,0,180,0,600,-1920,3
245,0.2,0.06,180,-1920,1,0,0,600,-1920,3
246,0.2,0.48,0,-1920,0,0,1,600,-1920,3
247,0.2,0.03,180,-1920,1,180,1,600,-1920,3
248,0.1,0.12,0,-1920,0,0,1,600,-1920,3
249,0.4,0.12,180,1920,0,0,0,600,1920,3
250,0.1,0.03,0,-1920,0,180,0,600,-1920,3
251,0.4,0.24,0,-1920,0,180,0,600,-1920,3
252,0.2,0.12,180,1920,0,0,0,600,1920,3
